team_number,rater_student_id,rated_student_id,criterion,feedback
1,S1_04,S1_05,Werkkracht,S1_05 werkt zeer nauwkeurig en veel aan de documentatie. S1_05 werkt nauwke
1,S1_04,S1_05,Teamspeler,"Het was een leuke groep om mee te werken. Ik heb heel veel van je geleerd, vooral over de verschillende man"
1,S1_04,S1_06,Inhoudelijke inbreng,- Inhoudelijke inbreng:            S1_06 had weinig input over het project. Zijn bijdrage aan de
1,S1_04,S1_06,Werkkracht,S1_06 - WerkkrachtHet was niet duidelijk of je wel geïnteresseerd was in het project en je
1,S1_04,S1_06,Teamspeler,"S1_06 was een teamspeler, hij werkte goed samen met het team en was makkelijk aanspreekbaar. Hij"
1,S1_05,S1_01,Inhoudelijke inbreng,Inhoudelijke inbreng: S1_01 werkte niet echt mee aan het project. Hij had niet echt een oplossing
1,S1_05,S1_01,Werkkracht,S1_01 werkte niet erg nauwkeurig en was niet echt betrokken bij de activiteit. Ik zag hem niet echt
1,S1_05,S1_01,Teamspeler,Feedback over student S1_01:- S1_01 werkte tijdens de planning activiteit heel goed samen met het hele team. Ze
1,S1_05,S1_02,Inhoudelijke inbreng,S1_02:Inhoudelijke inbreng: Veel gewerkt aan het algoritme en kwam met interessante ide
1,S1_05,S1_02,Werkkracht,S1_02 kwam met een interessante insteek voor de presentatie.  Het was duidelijk dat S1_02 veel
1,S1_05,S1_02,Teamspeler,S1_02 werkte tijdens de activiteit goed samen met het team. Het was makkelijk om contact te maken met hem en hij
1,S1_05,S1_03,Inhoudelijke inbreng,"Inhoudelijke inbreng: S1_03 had veel input over planning voor het project, maar kwam niet met veel nieuwe inbre"
1,S1_05,S1_03,Werkkracht,"S1_03, Tijdens de analyses had je veel moeite om de data correct te interpreteren. Je kwam met een"
1,S1_05,S1_03,Teamspeler,In het team was je zeer aanspreekbaar en stond je altijd klaar om te helpen met activiteit. Je werkte
1,S1_05,S1_04,Inhoudelijke inbreng,S1_04 werkte heel nauwkeurig en veel aan het taal-model. Ze kwam met goede ideeën voor testing
1,S1_05,S1_04,Werkkracht,De student heeft zich niet volledig ingezet voor het project. Hij kwam regelmatig te laat opdagen en leek
1,S1_05,S1_04,Teamspeler,De student S1_04 heeft bij de planning een redelijke bijdrage geleverd. Hij had een goed idee voor de planning maar
1,S1_05,S1_05,Inhoudelijke inbreng,S1_05 heeft een grote inbreng gehad op het project en werkte samen met anderen om een goed algoritme te ontw
1,S1_05,S1_05,Werkkracht,S1_05: WerkkrachtEr was veel werk gestoken in de presentatie en de output. De berekeningen waren nau
1,S1_05,S1_05,Teamspeler,S1_05 was een geweldige teamspeler. Hij stond altijd klaar om te helpen en was aanspreekbaar
1,S1_05,S1_06,Inhoudelijke inbreng,S1_06 is een student die weinig bijdroeg aan de planning voor het project. Hoewel hij regelmatig een
1,S1_05,S1_06,Werkkracht,S1_06 werkte regelmatig een nieuwe insteek voor uitwerking van de analyses. De output van S1_06
1,S1_05,S1_06,Teamspeler,Deze student was heel aanspreekbaar en had een makkelijke communicatie met het team. Ze was van alles op de hoogte
1,S1_06,S1_01,Inhoudelijke inbreng,1. S1_01 heeft bijna niet gewerkt aan het scraping algoritme. Vaak foutjes gemaakt.2. S
1,S1_06,S1_01,Werkkracht,De student S1_01 heeft in de werksessie zeer nauwkeurig en veel gewerkt aan het ontwerp.
1,S1_06,S1_01,Teamspeler,"Uw feedback over de student S1_01 is:- Teamspeler: ""S1_01 werkte goed samen met het team"
1,S1_06,S1_02,Inhoudelijke inbreng,"- Inhoudelijke inbreng: ""De studenten hebben het algoritme gedeeltelijk kunnen implementeren dankzij de goede"
1,S1_06,S1_02,Werkkracht,S1_02 werkte zeer nauwkeurig en veel gewerkt aan output. In de presentatie kwam S1_
1,S1_06,S1_02,Teamspeler,S1_02 was niet altijd aanspreekbaar tijdens de activiteit. Soms kwam hij te laat opdagen en was
1,S1_06,S1_03,Inhoudelijke inbreng,"S1_03: - Inhoudelijke inbreng: ""Zeer weinig inbreng in het project, meest"
1,S1_06,S1_03,Werkkracht,"S1_03WerkkrachtS1_03 heeft niet genoeg gewerkt aan het algoritme, wat tot"
1,S1_06,S1_03,Teamspeler,Deze student was zeer aanspreekbaar tijdens de activiteit en werkte goed samen met het hele team. Hij stond altijd
1,S1_06,S1_04,Inhoudelijke inbreng,Bij de werksessie is de student S1_04 goed in staat geweest om het debugging proces te begrijpen. Hij
1,S1_06,S1_04,Werkkracht,S1_04 kwam met een aantal interessante ideeën voor de presentatie. Hij was niet altijd even snel klaar met zijn onder
1,S1_06,S1_04,Teamspeler,- Werkkracht:   - De student heeft niet veel gewerkt aan de output van het project. Vaak kwam hij niet
1,S1_06,S1_05,Inhoudelijke inbreng,S1_05 heeft veel gewerkt aan het scraping algoritme. De output van het algoritme is echter niet goed.
1,S1_06,S1_05,Werkkracht,"S1_05, je hebt heel veel gewerkt aan het ontwerp en kwam met verschillende nieuwe ideeën. De presentatie"
1,S1_06,S1_05,Teamspeler,In deze sessie was hij niet aanspreekbaar en kwam hij regelmatig te laat opdagen. Hij leek niet
1,S1_06,S1_06,Inhoudelijke inbreng,"S1_06 was in het begin wat afwezig, maar gaf later heel veel input met rekenen. S1_06 kw"
1,S1_06,S1_06,Werkkracht,"- Werkkracht: ""had niet zo veel tijd om te werken aan de planning, maar heeft er dan wel veel tijd in gestoken om"
1,S1_06,S1_06,Teamspeler,S1_06 was een goede teamspeler tijdens de groepsdiscussies. Hij was altijd aanspreekbaar en gaf
